Job Title,Work Type,Average Normalized Salary,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Histology Technician,Part Time,43326.4,30%,113,1143,0.0988626421697287,Sales & Marketing
Histotechnician,Full Time,70751.2,30%,111,1116,0.0994623655913978,Hospitality
Histotechnologist,Full Time,76351.6,30%,109,1080,0.1009259259259259,Hospitality
Home Care Aide,Full Time,33280.0,25%,154,1106,0.1392405063291139,Administrative & Clerical
Home Care Aide,Part Time,37440.0,25%,154,1106,0.1392405063291139,Administrative & Clerical
Home Caregiver,Part Time,31200.0,15%,414,1640,0.2524390243902439,Medical & Healthcare
Home Health Nurse,Full Time,105850.0,5%,373,1542,0.24189364461738,Communication & PR
Home Inspector,Full Time,54080.0,60%,69,521,0.1324376199616123,Supply Chain & Logistics
Hospital Pharmacist,Full Time,123032.0,50%,86,727,0.1182943603851444,Hospitality
Hospital Pharmacist,Other,54080.0,50%,86,727,0.1182943603851444,Hospitality
Hospital Security Officer,Full Time,31200.0,25%,171,1185,0.1443037974683544,Leadership & Strategy
Hospitalist,Full Time,214250.0,10%,434,1789,0.242593627724986,Data & IT
Hostess,Full Time,35547.2,45%,276,995,0.2773869346733668,Administrative & Clerical
Hostess,Part Time,39520.0,45%,276,995,0.2773869346733668,Administrative & Clerical
Hotel General Manager,Full Time,73750.0,35%,425,1271,0.3343823760818253,Construction
Hotel Manager,Full Time,235000.0,30%,172,1225,0.1404081632653061,Leadership & Strategy
House Manager,Full Time,76277.6,20%,116,989,0.1172901921132457,Leadership & Strategy
Housekeeper,Full Time,39787.663157894734,5%,275,1097,0.2506836827711942,Leadership & Strategy
Housekeeper,Other,71403.31851851853,5%,275,1097,0.2506836827711942,Leadership & Strategy
Housekeeper,Part Time,49972.0,5%,275,1097,0.2506836827711942,Leadership & Strategy
Housekeeping,Full Time,44673.94285714285,20%,41,262,0.1564885496183206,Construction
Housekeeping,Other,35776.0,20%,41,262,0.1564885496183206,Construction
Housekeeping,Part Time,39863.2,20%,41,262,0.1564885496183206,Construction
Housekeeping Attendant,Full Time,34320.0,60%,9,138,0.0652173913043478,Medical & Healthcare
Housekeeping Manager,Full Time,65500.0,30%,158,1171,0.1349274124679761,Medical & Healthcare
Housekeeping Supervisor,Full Time,44252.0,30%,153,1157,0.132238547968885,Supply Chain & Logistics
Housekeeping Supervisor,Other,59649.200000000004,30%,153,1157,0.132238547968885,Supply Chain & Logistics
Houseman,Full Time,53492.4,20%,31,187,0.1657754010695187,Medical & Healthcare
Houseperson,Full Time,53040.0,25%,92,844,0.1090047393364928,Administrative & Clerical
Houseperson,Part Time,68640.0,25%,92,844,0.1090047393364928,Administrative & Clerical
Human Resources Manager,Full Time,101858.19318181818,25%,297,1994,0.1489468405215647,Supply Chain & Logistics
Human Resources Manager,Other,88400.0,25%,297,1994,0.1489468405215647,Supply Chain & Logistics
Human Resources Representative,Full Time,95000.0,35%,469,1525,0.3075409836065573,Sales & Marketing
Human Resources Representative,Other,58884.8,35%,469,1525,0.3075409836065573,Sales & Marketing
Hvac,Other,62400.0,35%,204,765,0.2666666666666666,Communication & PR
Hydrogeologist,Full Time,85000.0,20%,146,1120,0.1303571428571428,Communication & PR
Hygienist,Full Time,187200.0,25%,178,1172,0.151877133105802,Hospitality
Hygienist,Other,167440.0,25%,178,1172,0.151877133105802,Hospitality
Illustrator,Full Time,46000.0,40%,468,2014,0.2323733862959285,Construction
Illustrator,Other,113360.0,40%,468,2014,0.2323733862959285,Construction
Immigration Attorney,Full Time,111312.5,40%,479,1673,0.2863120143454871,Leadership & Strategy
Immigration Attorney,Other,88400.0,40%,479,1673,0.2863120143454871,Leadership & Strategy
Implementation Analyst,Full Time,50024.0,70%,178,1156,0.1539792387543252,Communication & PR
Implementation Manager,Full Time,95750.0,20%,291,1948,0.1493839835728952,Data & IT
Implementation Specialist,Full Time,89232.66666666667,55%,155,1219,0.1271534044298605,Sales & Marketing
Implementation Specialist,Other,99840.0,55%,155,1219,0.1271534044298605,Sales & Marketing
Incident Manager,Full Time,118937.7,40%,707,2183,0.3238662391204764,Leadership & Strategy
Independent Contractor,Other,150000.0,40%,522,1454,0.359009628610729,Supply Chain & Logistics
Independent Sales Representative,Other,0.0,45%,508,1461,0.3477070499657768,Medical & Healthcare
Independent Sales Representative,Part Time,67500.0,45%,508,1461,0.3477070499657768,Medical & Healthcare
Industrial Engineer,Full Time,103078.10714285714,27%,246,1722,0.1428571428571428,Leadership & Strategy
Industrial Engineer,Other,79872.5,27%,246,1722,0.1428571428571428,Leadership & Strategy
Industrial Maintenance Mechanic,Full Time,55307.2,45%,296,1171,0.2527754056362084,Leadership & Strategy
Industrial Maintenance Mechanic,Other,62400.0,45%,296,1171,0.2527754056362084,Leadership & Strategy
Industrial Maintenance Technician,Full Time,64001.6,45%,295,1170,0.2521367521367521,Medical & Healthcare
Industrial Painter,Full Time,44460.0,40%,182,966,0.1884057971014492,Sales & Marketing
Informatica Developer,Full Time,107500.0,75%,131,925,0.1416216216216216,Law Enforcement
Information Architect,Full Time,150000.0,50%,231,2053,0.1125182659522649,Data & IT
Information Architect,Other,156000.0,50%,231,2053,0.1125182659522649,Data & IT
Information Assurance,Full Time,141800.0,70%,8,46,0.1739130434782608,Leadership & Strategy
Information Officer,Full Time,140053.0,25%,208,1454,0.1430536451169188,Sales & Marketing
Information Security,Full Time,177565.0,15%,1139,4371,0.2605811027224891,Leadership & Strategy
Information Security Engineer,Full Time,172486.8125,38%,491,1373,0.3576110706482155,Leadership & Strategy
Information Security Engineer,Other,146680.0,38%,491,1373,0.3576110706482155,Leadership & Strategy
Information Specialist,Full Time,141152.625,60%,153,1186,0.1290050590219224,Construction
Information Specialist,Other,101920.0,60%,153,1186,0.1290050590219224,Construction
Infrastructure Analyst,Full Time,155000.0,55%,148,1095,0.1351598173515981,Hospitality
Infrastructure Architect,Full Time,142574.75,70%,148,1304,0.1134969325153374,Law Enforcement
Infrastructure Architect,Other,157040.0,70%,148,1304,0.1134969325153374,Law Enforcement
Infrastructure Engineer,Full Time,137481.625,27%,242,1744,0.1387614678899082,Medical & Healthcare
Infrastructure Engineer,Other,149337.33333333334,27%,242,1744,0.1387614678899082,Medical & Healthcare
Infrastructure Manager,Full Time,137500.0,15%,1175,4387,0.2678367905174378,Supply Chain & Logistics
Infrastructure Project Manager,Other,174300.0,70%,176,1448,0.1215469613259668,Communication & PR
Infusion Nurse,Part Time,114400.0,35%,113,864,0.130787037037037,Leadership & Strategy
Inside Sales Executive,Full Time,77500.0,50%,564,1855,0.3040431266846361,Hospitality
Inside Sales Manager,Full Time,49920.0,35%,225,1454,0.15474552957359,Construction
Inside Sales Representative,Full Time,60776.0435483871,55%,192,1716,0.1118881118881118,Administrative & Clerical
Inside Sales Representative,Part Time,24960.0,55%,192,1716,0.1118881118881118,Administrative & Clerical
Inspector,Full Time,71515.1350877193,30%,140,1401,0.0999286224125624,Sales & Marketing
Inspector,Other,57969.68571428571,30%,140,1401,0.0999286224125624,Sales & Marketing
Installation Technician,Full Time,52666.573333333334,20%,163,987,0.1651469098277609,Supply Chain & Logistics
Installation Technician,Other,55640.0,20%,163,987,0.1651469098277609,Supply Chain & Logistics
Installer,Full Time,61802.17142857143,25%,212,1740,0.1218390804597701,Law Enforcement
Installer,Other,45300.0,25%,212,1740,0.1218390804597701,Law Enforcement
Installer,Part Time,37554.4,25%,212,1740,0.1218390804597701,Law Enforcement
Instructional Aide,Full Time,30247.5,30%,137,1050,0.1304761904761904,Leadership & Strategy
Instructional Coach,Full Time,45000.0,20%,240,1620,0.1481481481481481,Leadership & Strategy
Instructor,Full Time,84974.576,35%,406,1238,0.3279483037156704,Data & IT
Instructor,Other,67280.0,35%,406,1238,0.3279483037156704,Data & IT
Instructor,Part Time,61710.82257142857,35%,406,1238,0.3279483037156704,Data & IT
Instrument Technician,Full Time,90521.6,15%,771,3035,0.2540362438220758,Hospitality
Instrumentation Technician,Full Time,81246.375,50%,116,719,0.1613351877607788,Sales & Marketing
Insulator,Full Time,94941.6,18%,186,768,0.2421875,Administrative & Clerical
Insurance,Full Time,92516.92666666667,10%,831,3555,0.2337552742616033,Sales & Marketing
Insurance,Other,84240.0,10%,831,3555,0.2337552742616033,Sales & Marketing
Insurance,Part Time,39520.0,10%,831,3555,0.2337552742616033,Sales & Marketing
Insurance Broker,Full Time,130000.0,35%,441,1376,0.3204941860465116,Communication & PR
Insurance Producer,Full Time,88333.33333333333,55%,110,853,0.1289566236811254,Supply Chain & Logistics
Insurance Sales,Full Time,54222.46666666667,60%,135,1031,0.1309408341416101,Medical & Healthcare
Insurance Sales,Other,251666.83333333334,60%,135,1031,0.1309408341416101,Medical & Healthcare
Intake Coordinator,Full Time,47701.0,35%,434,1412,0.3073654390934844,Supply Chain & Logistics
Intake Coordinator,Other,45760.0,35%,434,1412,0.3073654390934844,Supply Chain & Logistics
Intake Coordinator,Part Time,41000.0,35%,434,1412,0.3073654390934844,Supply Chain & Logistics
Integration Architect,Full Time,161025.0,20%,274,1708,0.1604215456674473,Leadership & Strategy
Integration Architect,Other,192400.0,20%,274,1708,0.1604215456674473,Leadership & Strategy
Integration Engineer,Full Time,120979.41,35%,525,1396,0.3760744985673352,Medical & Healthcare
Integration Engineer,Other,128960.0,35%,525,1396,0.3760744985673352,Medical & Healthcare
Intellectual Property Attorney,Full Time,175000.0,30%,196,1380,0.1420289855072463,Data & IT
Intelligence,Full Time,170515.66315789474,60%,148,1439,0.1028492008339124,Data & IT
Intelligence,Other,123446.31999999999,60%,148,1439,0.1028492008339124,Data & IT
Intelligence Analyst,Full Time,113071.42857142857,75%,169,1185,0.1426160337552742,Construction
Intelligence Analyst,Other,109200.0,75%,169,1185,0.1426160337552742,Construction
Interior Design,Full Time,85000.0,20%,245,1962,0.1248725790010193,Law Enforcement
Interpreter,Full Time,56368.0,15%,767,3843,0.199583658600052,Administrative & Clerical
Inventory,Full Time,83677.32173913044,40%,539,1778,0.3031496062992126,Hospitality
Inventory Control Supervisor,Full Time,60871.2,45%,509,1635,0.3113149847094801,Construction
Inventory Coordinator,Full Time,60320.0,45%,546,1664,0.328125,Communication & PR
Inventory Planner,Full Time,92282.0,40%,791,2569,0.3079019073569482,Sales & Marketing
Investigator,Full Time,99852.56944444444,40%,473,1414,0.3345120226308345,Supply Chain & Logistics
Investigator,Other,150020.0,40%,473,1414,0.3345120226308345,Supply Chain & Logistics
Investigator,Part Time,48464.0,40%,473,1414,0.3345120226308345,Supply Chain & Logistics
Investment Advisor,Full Time,46866.666666666664,20%,257,1852,0.1387688984881209,Leadership & Strategy
Investment Manager,Full Time,130000.0,15%,839,3274,0.256261453879047,Law Enforcement
Investor,Full Time,233750.0,5%,995,3428,0.2902567094515753,Law Enforcement
Irrigation Technician,Full Time,93600.0,20%,137,922,0.1485900216919739,Communication & PR
Janitor,Full Time,36163.2,65%,9,138,0.0652173913043478,Communication & PR
Janitor,Other,24960.0,65%,9,138,0.0652173913043478,Communication & PR
Janitor,Part Time,36353.200000000004,65%,9,138,0.0652173913043478,Communication & PR
Java,Full Time,139065.47619047618,60%,103,740,0.1391891891891891,Communication & PR
Java,Other,137973.33333333334,60%,103,740,0.1391891891891891,Communication & PR
Java,Part Time,130000.0,60%,103,740,0.1391891891891891,Communication & PR
Java Software Engineer,Full Time,141708.33333333334,60%,110,796,0.1381909547738693,Construction
Java Software Engineer,Other,142480.0,60%,110,796,0.1381909547738693,Construction
Jeweler,Full Time,31200.0,10%,470,2560,0.18359375,Construction
Job Coach,Full Time,34320.0,10%,915,3836,0.2385297184567257,Hospitality
Job Coach,Part Time,39208.0,10%,915,3836,0.2385297184567257,Hospitality
Journalist,Full Time,69892.4,20%,280,1803,0.1552967276760954,Communication & PR
Journeyman,Full Time,94668.26666666666,18%,206,838,0.2458233890214797,Leadership & Strategy
Journeyman,Part Time,63918.4,18%,206,838,0.2458233890214797,Leadership & Strategy
Journeyman Plumber,Full Time,67360.8,20%,114,774,0.1472868217054263,Administrative & Clerical
Junior Software Engineer,Full Time,55000.0,65%,243,1716,0.1416083916083916,Leadership & Strategy
Junior Software Engineer,Other,62400.0,65%,243,1716,0.1416083916083916,Leadership & Strategy
K9 Handler,Full Time,58988.8,10%,354,1600,0.22125,Hospitality
Key Account Manager,Full Time,89970.0,25%,310,2020,0.1534653465346534,Law Enforcement
Key Holder,Full Time,33345.0,10%,592,2335,0.2535331905781585,Sales & Marketing
Key Holder,Part Time,36816.0,10%,592,2335,0.2535331905781585,Sales & Marketing
Kitchen Manager,Full Time,64687.5,30%,165,1172,0.1407849829351536,Law Enforcement
Kitchen Steward,Full Time,39946.4,25%,92,725,0.1268965517241379,Supply Chain & Logistics
Kitchen Supervisor,Full Time,48360.0,30%,158,1149,0.1375108790252393,Construction
Knowledge Manager,Full Time,108243.0,35%,272,1587,0.1713925645872716,Leadership & Strategy
Lab Aide,Other,36920.0,40%,287,1031,0.2783705140640155,Data & IT
Lab Technician,Full Time,54406.7,25%,233,1706,0.1365767878077374,Construction
Lab Technician,Other,62135.840000000004,25%,233,1706,0.1365767878077374,Construction
Lab Technologist,Full Time,133874.0,40%,375,1584,0.2367424242424242,Medical & Healthcare
Labor Relations Manager,Full Time,150000.0,25%,237,1714,0.1382730455075846,Construction
Laboratory Director,Full Time,114250.0,20%,209,1442,0.1449375866851595,Administrative & Clerical
Laboratory Manager,Full Time,111858.1425,25%,277,1897,0.1460200316288877,Leadership & Strategy
Laboratory Supervisor,Full Time,77642.597,20%,212,1450,0.1462068965517241,Leadership & Strategy
Laboratory Technician,Full Time,56696.44736842105,45%,425,1462,0.2906976744186046,Leadership & Strategy
Laboratory Technician,Other,50320.0,45%,425,1462,0.2906976744186046,Leadership & Strategy
Laborer,Full Time,51276.61538461538,10%,201,615,0.3268292682926829,Sales & Marketing
Landscape Architect,Full Time,85550.0,55%,89,1074,0.0828677839851024,Communication & PR
Landscaper,Full Time,48820.0,5%,279,825,0.3381818181818182,Medical & Healthcare
Landscaper,Part Time,38480.0,5%,279,825,0.3381818181818182,Medical & Healthcare
Laundry,Full Time,31200.0,30%,96,767,0.1251629726205997,Medical & Healthcare
Laundry,Part Time,33280.0,30%,96,767,0.1251629726205997,Medical & Healthcare
Lawyer,Full Time,175266.66666666666,15%,764,3329,0.2294983478522078,Communication & PR
Lawyer,Other,309400.0,15%,764,3329,0.2294983478522078,Communication & PR
Lead Engineer,Full Time,117087.7,25%,291,1884,0.1544585987261146,Leadership & Strategy
Lead Engineer,Other,156000.0,25%,291,1884,0.1544585987261146,Leadership & Strategy
Lead Technician,Full Time,68039.77142857143,35%,428,1196,0.3578595317725752,Administrative & Clerical
Leadership Development Program,Full Time,56833.333333333336,10%,1232,4753,0.2592047128129602,Supply Chain & Logistics
Leasing Manager,Full Time,54300.0,20%,222,1703,0.1303581914268937,Sales & Marketing
Leasing Manager,Part Time,38480.0,20%,222,1703,0.1303581914268937,Sales & Marketing
Lecturer,Other,50000.0,10%,816,3417,0.2388059701492537,Medical & Healthcare
Lecturer,Part Time,42000.0,10%,816,3417,0.2388059701492537,Medical & Healthcare
Legal Counsel,Full Time,172770.83333333334,20%,245,1691,0.1448846836191602,Hospitality
Legal Officer,Full Time,183500.0,25%,295,1961,0.1504334523202447,Medical & Healthcare
Legal Secretary,Full Time,73250.0,40%,532,1909,0.2786799371398638,Construction
Librarian,Full Time,66943.2,30%,200,1648,0.1213592233009708,Supply Chain & Logistics
Licensed Insurance Agent,Full Time,59166.666666666664,50%,104,846,0.1229314420803782,Sales & Marketing
Licensed Practical Nurse,Full Time,62937.82564102564,35%,80,588,0.1360544217687075,Law Enforcement
Licensed Practical Nurse,Other,53857.119999999995,35%,80,588,0.1360544217687075,Law Enforcement
Licensed Practical Nurse,Part Time,77978.16,35%,80,588,0.1360544217687075,Law Enforcement
Life Insurance Agent,Full Time,101083.33333333333,60%,133,1025,0.1297560975609756,Law Enforcement
Lifeguard,Full Time,33966.4,12%,265,1038,0.2552986512524084,Medical & Healthcare
Lifeguard,Part Time,20632.11333333333,12%,265,1038,0.2552986512524084,Medical & Healthcare
Line Operator,Full Time,46373.6,65%,58,488,0.1188524590163934,Administrative & Clerical
Lineman,Full Time,105293.75999999998,20%,100,612,0.1633986928104575,Law Enforcement
Linguist,Full Time,122275.0,20%,179,1299,0.1377983063895304,Administrative & Clerical
Linguist,Other,64480.0,20%,179,1299,0.1377983063895304,Administrative & Clerical
